epoch,errors,cost
0,-1,0.12774944682871142
5,-1,0.12757535488223565
10,-1,0.12740702166759843
15,-1,0.12724249798510812
20,-1,0.12708248277683493
25,-1,0.12692618929738697
30,-1,0.1267767373524314
35,-1,0.12663175064510956
40,-1,0.12648890028810683
45,-1,0.12634998730808603
