epoch,errors,cost
0,-1,0.060118416033568406
10,-1,0.06011686057557594
20,-1,0.060114998644986185
30,-1,0.06011336661749851
40,-1,0.0601116242334299
50,-1,0.060110045841270325
60,-1,0.06010831510425124
70,-1,0.06010664882305963
80,-1,0.06010516277616556
90,-1,0.060103706101801706
