epoch,errors,cost
0,-1,0.0605826582448095
10,-1,0.06056949644011439
20,-1,0.060556820898314205
30,-1,0.06054489356860801
40,-1,0.06053281343083015
50,-1,0.060521820624527746
60,-1,0.06051067019898416
70,-1,0.06050018578396062
80,-1,0.060489811625982756
90,-1,0.0604798439815653
