epoch,errors,cost
0,-1,19251.09084879805
5,-1,7264.43372603272
10,-1,2755.5099431457184
15,-1,1059.3406817457242
20,-1,421.1933302525006
25,-1,181.02483205272085
30,-1,90.55977600091587
35,-1,56.40921668516445
40,-1,43.44477967995874
45,-1,38.452816505569615
