epoch,errors,cost
0,-1,3049.3693684902387
5,-1,1157.0713142008935
10,-1,445.2762857884179
15,-1,177.52770046903012
20,-1,76.80730175389488
25,-1,38.914629170868025
30,-1,24.654662418038093
35,-1,19.284187393029253
40,-1,17.257540635740327
45,-1,16.488718790480537
