epoch,errors,cost
0,-1,0.12575405692750946
5,-1,0.12505407906117072
10,-1,0.12437444860362731
15,-1,0.12371416263881087
20,-1,0.12307119785968719
25,-1,0.12244766628434396
30,-1,0.12184268949689776
35,-1,0.12125436530883507
40,-1,0.12068255407740075
45,-1,0.1201210053143693
