epoch,errors,cost
0,-1,18.305955249469733
5,-1,18.255566852151897
10,-1,18.206639467278347
15,-1,18.159128058499867
20,-1,18.112988980949602
25,-1,18.068179938246754
30,-1,18.024659940828993
35,-1,17.982389265571953
40,-1,17.941329416656995
45,-1,17.901443087647856
