epoch,errors,cost
0,-1,221.25793181888298
1000,-1,221.25793163131934
2000,-1,221.25793160165222
3000,-1,221.2579315969602
4000,-1,221.2579315962183
5000,-1,221.25793159610043
6000,-1,221.25793159608173
7000,-1,221.25793159607875
8000,-1,221.25793159607875
9000,-1,221.25793159607898
