epoch,errors,cost
0,-1,29.65566850330004
5,-1,29.416059022976
10,-1,29.183290648078945
15,-1,28.95715266607252
20,-1,28.737440874573604
25,-1,28.52395738019075
30,-1,28.316510403579155
35,-1,28.114914090518802
40,-1,27.918988328830512
45,-1,27.72855857094943
