epoch,errors,cost
0,-1,21.64806964225957
5,-1,21.612942187751305
10,-1,21.57838897799141
15,-1,21.544392882812307
20,-1,21.510937300625102
25,-1,21.478006142087537
30,-1,21.44558381427655
35,-1,21.41365520534993
40,-1,21.382205669681923
45,-1,21.351221013458193
