epoch,errors,cost
0,-1,0.1918919718888191
5,-1,0.18743615456559956
10,-1,0.1831177334433414
15,-1,0.17893294334950585
20,-1,0.17487686957799758
25,-1,0.17094623498904668
30,-1,0.16713657037485138
35,-1,0.16344399506420929
40,-1,0.15986686736091513
45,-1,0.1563990943076376
