epoch,errors,cost
0,-1,28.44651353513974
10,-1,5.951249194847022
20,-1,2.2303111037908327
30,-1,1.0932330955786034
40,-1,0.6417962431128269
50,-1,0.42476428505406166
60,-1,0.3062846679837033
70,-1,0.2360775970526568
80,-1,0.19209394355209244
90,-1,0.16336475214480564
