epoch,errors,cost
0,-1,21.32068748071577
5,-1,21.29059173981448
10,-1,21.260920870326295
15,-1,21.23166235032993
20,-1,21.202804044097956
25,-1,21.174334190164267
30,-1,21.146241389760593
35,-1,21.11851459560985
40,-1,21.09114310106618
45,-1,21.0641165295904
