epoch,errors,cost
0,-1,221.25793159607863
1000,-1,221.2579315960787
2000,-1,221.25793159607858
3000,-1,221.25793159607832
4000,-1,221.25793159607866
5000,-1,221.25793159607875
6000,-1,221.2579315960788
7000,-1,221.2579315960788
8000,-1,221.2579315960788
9000,-1,221.2579315960788
